scenario run_name total_time num_trails avg_trial_time success_actions
discover_strike run_0 60.20400000000001 1 60.20400000000001 ['push-orientation:right']
discover_strike run_1 89.94799999999992 1 89.94799999999992 ['push-rate:113.25']
discover_strike run_2 150.002 3 50.00066666666667 ['push-movementmagnitude:0.6']
discover_strike run_3 150.17200000000003 3 50.05733333333334 ['push-rate:113.25']
discover_strike run_4 70.90199999999959 1 70.90199999999959 ['push-orientation:right']
discover_strike run_5 60.20400000000018 1 60.20400000000018 ['push-orientation:right']
discover_strike run_6 164.7729999999999 2 82.38649999999996 ['push-rate:76.5']
discover_strike run_7 104.84400000000073 2 52.42200000000037 ['push-movementmagnitude:0.6']
discover_strike run_8 89.78999999999905 1 89.78999999999905 ['push-movementmagnitude:0.475']
discover_strike run_9 104.71199999999999 2 52.355999999999995 ['push-movementmagnitude:0.6']
discover_strike run_10 60.16599999999971 1 60.16599999999971 ['push-orientation:right']
discover_strike run_11 70.83300000000008 1 70.83300000000008 ['push-orientation:right']
discover_strike run_12 90.1510000000003 1 90.1510000000003 ['push-rate:3.0']
discover_strike run_13 60.267999999999574 1 60.267999999999574 ['push-orientation:right']
discover_strike run_14 90.02999999999975 1 90.02999999999975 ['push-rate:150.0']
discover_strike run_15 70.83399999999983 1 70.83399999999983 ['push-orientation:right']
discover_strike run_16 89.95100000000002 1 89.95100000000002 ['push-rate:150.0']
discover_strike run_17 105.00099999999884 2 52.50049999999942 ['push-rate:150.0']
discover_strike run_18 89.73999999999887 1 89.73999999999887 ['push-movementmagnitude:0.6']
