1625.0,1446.0,1443.0,1531.0,1614.0,1571.0,1855.0,1769.0,1725.0,1632.0,1811.0,1640.0,1621.0,1446.0,1443.0,1531.0,1616.0,1853.0,1745.0,1684.0,1662.0,1658.0,1716.0,1796.0,1769.0,1478.0,1445.0,1442.0,1461.0,1854.0,1556.0,1515.0,1497.0,1537.0,1768.0,1617.0,1588.0,1700.0,1732.0
13.0,156.0,83.0,52.0,121.0,78.0,13.0,43.0,162.0,121.0,73.0,13.0,40.0,20.0,169.0,121.0
1260.0,1257.0,1239.0
408.0,345.0,381.0,469.0,438.0,682.0,1074.0,883.0,785.0,979.0,1164.0,349.0,346.0,430.0,388.0,372.0,358.0,406.0,509.0,470.0,670.0,568.0,1074.0,897.0,808.0,988.0,1162.0,580.0,345.0,569.0,467.0,433.0,499.0,632.0,594.0,611.0,684.0,655.0,1036.0,829.0,718.0,779.0,932.0,1135.0
