2829.0,2717.0,2712.0,2246.0,2479.0,2363.0,2584.0,2774.0,2745.0,2936.0,2885.0,2750.0,2712.0,2497.0,2349.0,2287.0,2425.0,2602.0,2551.0,2657.0,2943.0,2836.0,2790.0,2890.0,2721.0,2712.0,2244.0,2441.0,2336.0,2549.0,2495.0,2709.0,2623.0,2948.0,2827.0,2772.0,2746.0
1964.0,1162.0,400.0,341.0,105.0,72.0,338.0,214.0,155.0,1113.0,492.0,439.0,897.0,526.0,780.0,1110.0,1001.0,1935.0,1250.0,1205.0,1500.0,1313.0,1404.0,1878.0,1690.0,1595.0,1778.0,2063.0,2013.0,2150.0,2106.0,1123.0,413.0,34.0,14.0,342.0,114.0,72.0,338.0,186.0,149.0,385.0,1112.0,909.0,450.0,755.0,691.0,479.0,641.0,832.0,1002.0,955.0,1050.0,1959.0,1305.0,1209.0,1164.0,1147.0,1251.0,1931.0,1608.0,1454.0,1317.0,1384.0,1530.0,1694.0,1650.0,1761.0,1878.0,1822.0,2016.0,1990.0,2049.0,2078.0,2008.0,1131.0,409.0,67.0,22.0,43.0,340.0,166.0,117.0,90.0,337.0,231.0,288.0,374.0,390.0,1112.0,557.0,481.0,440.0,516.0,917.0,591.0,826.0,1109.0,1010.0,1940.0,1240.0,1186.0,1153.0,1212.0,1932.0,1369.0,1306.0,1280.0,1878.0,1582.0,1475.0,1423.0,1530.0,1754.0,1672.0,1974.0,1957.0,1994.0,2095.0,2048.0,2030.0,2070.0,2171.0,2136.0
