2837.0,1995.0,1959.0,1901.0,2731.0,2092.0,2040.0,2727.0,2251.0,2165.0,2436.0,2341.0,2551.0,2724.0,2640.0,2781.0,2754.0,2952.0,2891.0,2009.0,1963.0,1955.0,1901.0,1987.0,2753.0,2048.0,2467.0,2078.0,2340.0,2283.0,2107.0,2409.0,2726.0,2596.0,2537.0,2658.0,2958.0,2850.0,2801.0,2901.0,2033.0,1966.0,1957.0,1901.0,2000.0,1983.0,2017.0,2737.0,2122.0,2080.0,2050.0,2727.0,2238.0,2177.0,2428.0,2332.0,2282.0,2724.0,2581.0,2502.0,2654.0,2961.0,2846.0,2790.0,2761.0,2817.0
1693.0,1801.0,1682.0,1746.0,1824.0,1696.0
1161.0,408.0,339.0,134.0,12.0,90.0,336.0,224.0,182.0,378.0,1116.0,491.0,448.0,1113.0,937.0,524.0,803.0,873.0,1024.0,1240.0,1199.0,1474.0,1402.0,1294.0,1586.0,1531.0,1196.0,98.0,49.0,32.0,15.0,74.0,1127.0,418.0,340.0,172.0,135.0,379.0,1114.0,914.0,453.0,760.0,691.0,484.0,632.0,838.0,1007.0,964.0,1054.0,1160.0,1275.0,1231.0,1260.0,1520.0,1393.0,1332.0,1454.0,1611.0,1569.0,1135.0,410.0,54.0,17.0,36.0,337.0,155.0,102.0,76.0,188.0,334.0,292.0,232.0,369.0,386.0,1115.0,533.0,471.0,440.0,502.0,1112.0,573.0,929.0,848.0,607.0,781.0,1017.0,1236.0,1182.0,1158.0,1213.0,1297.0,1272.0,1408.0,1355.0,1518.0,1459.0,1590.0
