109.0,230.0,174.0,289.0,326.0,207.0,109.0,169.0,250.0,108.0,60.0,192.0,151.0,174.0,314.0,252.0,221.0,284.0,355.0,390.0
2649.0,913.0,899.0,675.0,580.0,770.0,896.0,827.0,1748.0,997.0,952.0,1739.0,1322.0,1068.0,1202.0,1263.0,1437.0,1379.0,1686.0,1555.0,1496.0,1620.0,2535.0,1838.0,1786.0,2524.0,1989.0,1911.0,2275.0,2135.0,2058.0,2207.0,2407.0,2340.0,2590.0,2563.0,2772.0,2711.0,906.0,710.0,580.0,484.0,530.0,644.0,898.0,812.0,758.0,1766.0,1047.0,970.0,937.0,1003.0,1738.0,1410.0,1198.0,1111.0,1060.0,1152.0,1303.0,1254.0,1361.0,1511.0,1457.0,2576.0,1824.0,1790.0,2524.0,2319.0,2194.0,1865.0,2102.0,2153.0,2266.0,2422.0,2371.0,2474.0,2553.0,2775.0,2679.0,2623.0,2725.0,1818.0,916.0,900.0,897.0,724.0,637.0,576.0,816.0,1751.0,1014.0,965.0,939.0,989.0,1738.0,1086.0,1055.0,1250.0,1167.0,1686.0,1435.0,1324.0,1380.0,1532.0,1782.0,1762.0,1801.0,2532.0,1917.0,1866.0,1838.0,2524.0,2062.0,1983.0,1952.0,2022.0,2307.0,2183.0,2114.0,2247.0,2409.0,2776.0,2651.0,2588.0,2556.0,2614.0
