exploration_times total_time success_plan
"[168.8770000000004, 123.2470000000003, 159.95500000000084, 123.47799999999916, 123.0640000000003, 170.48199999999815, 41.181000000000495, 285.38300000000163, 167.2530000000006, 132.27000000000226, 0.0, 284.7639999999974]" 1779.9540000000015 [['shake-rate:20.0',['left_gripper','right_button']]]
