exploration_times total_time success_plan
"[169.03300000000036, 112.50700000000006, 123.46900000000005, 170.59900000000016, 124.11000000000013, 85.95800000000008, 123.17500000000018, 127.01000000000022, 287.7439999999997, 134.5029999999988, 149.54899999999998, 0.0, 256.0689999999995, 216.5580000000018, 283.20400000000063, 216.51400000000012, 283.2650000000003, 256.21100000000024, 127.19300000000021, 160.05599999999959]" 3406.727000000002 [['push-orientation:top',['left_gripper','right_button']]]
