exploration_times total_time success_plan
"[249.3450000000007, 165.39399999999932, 186.65599999999995, 44.96000000000049, 123.35099999999966, 111.88500000000022, 169.57799999999997, 112.81200000000035, 160.2589999999991, 122.98900000000049, 211.28100000000086]" 1658.5100000000011 [['shake-orientation:top',['left_gripper','right_button']]]
