exploration_times total_time success_plan
"[168.57699999999994, 123.368, 123.20700000000005, 168.091, 123.00799999999992, 170.54799999999966, 113.47499999999991, 199.144, 170.30600000000004, 169.05399999999986, 0.0, 217.6839999999993, 115.95100000000002]" 1862.4129999999986 [['shake-orientation:top',['left_gripper','right_button']]]
