exploration_times total_time success_plan
"[153.00100000000006, 116.957, 105.805, 164.0200000000002, 141.07100000000003, 105.93400000000008, 154.32999999999993, 122.09999999999991, 100.81899999999996, 271.15099999999984, 118.46299999999997, 170.43100000000004, 0.0, 251.55000000000018, 129.39200000000028, 130.8510000000001, 212.01999999999953, 117.02300000000014, 277.9580000000001, 120.67300000000068]" 2963.549000000001 [['shake-rate:10.5',['left_gripper','right_button']]]
