exploration_times total_time success_plan
"[164.51700000000073, 117.30100000000039, 96.85000000000036, 166.48799999999937, 130.30199999999968, 153.47200000000066, 96.65899999999965, 117.6260000000002, 242.51600000000144, 150.32499999999982, 166.6880000000001, 0.0, 290.47499999999854, 119.92599999999948]" 2013.1450000000004 [['shake-rate:10.5',['left_gripper','right_button']]]
