exploration_times total_time success_plan
"[287.40200000000004, 157.45899999999892, 138.29999999999927, 44.7450000000008, 113.04199999999946, 114.46499999999924, 148.85000000000036, 123.39400000000023, 123.09499999999935, 170.79999999999927, 124.09100000000035, 159.0049999999992, 123.97600000000057]" 1828.623999999997 [['shake-orientation:top',['left_gripper','right_button']]]
