exploration_times total_time success_plan
"[263.727, 326.8660000000001, 334.19800000000055, 104.43299999999977, 97.17699999999991, 96.06700000000001, 224.298]" 1446.7660000000003 [['push-rate:27.5',['left_gripper','0.5,0.0,-0.1','cover']],['uncover_obj',['left_gripper','cover','0.5,0.0,-0.1','cup']],['shake',['left_gripper','cup']],['prep_food',['left_gripper','cup']],['place_on_burner',['left_gripper','cup','burner1']],['cover_obj',['left_gripper','cover','0.5,0.0,-0.1','cup']],['cook',['left_gripper','cup','burner1']]]
