exploration_times total_time success_plan
"[273.697, 132.79899999999986, 152.92999999999984, 44.621000000000095, 104.44899999999996, 151.37999999999988, 104.65800000000013, 142.11199999999985, 116.62200000000007, 109.47399999999993, 250.18899999999985]" 1582.9309999999996 [['shake-movementmagnitude:5.0',['left_gripper','right_button']]]
