exploration_times total_time success_plan
"[154.6869999999999, 149.35900000000038, 107.00799999999981, 155.92299999999886, 104.77899999999954, 117.3760000000002, 272.6269999999986, 127.74099999999817, 170.742000000002, 0.0, 189.36000000000058, 171.90099999999984, 152.4290000000001, 152.85500000000138, 177.69700000000012, 155.92199999999866, 191.2639999999992, 273.6740000000009]" 2825.3439999999982 [['shake-rate:20.0',['left_gripper','right_button']]]
