exploration_times total_time success_plan
"[272.7709999999988, 157.99599999999919, 164.88800000000083, 46.875999999998385, 123.625, 85.89899999999943, 167.9979999999996, 123.33199999999852, 112.97299999999996, 257.4330000000009]" 1513.7909999999956 [['shake-movementmagnitude:5.0',['left_gripper','right_button']]]
