1435.0,1255.0,1252.0,1341.0,1424.0,1381.0,1686.0,1584.0,1541.0,1640.0,1526.0,1439.0,1428.0,1252.0,1249.0,1344.0,1475.0,1460.0,1500.0,1685.0,1614.0,1569.0,1546.0,1645.0,1348.0,1268.0,1253.0,1250.0,1308.0,1284.0,1325.0,1686.0,1580.0,1425.0,1386.0,1511.0,1545.0
58.0,235.0,115.0,61.0,168.0,201.0,466.0,808.0,643.0,547.0,722.0,119.0,58.0,116.0,61.0,230.0,171.0,148.0,133.0,201.0,417.0,350.0,280.0,711.0,462.0,600.0,849.0,780.0,354.0,58.0,114.0,77.0,347.0,238.0,204.0,126.0,272.0,437.0,395.0,376.0,415.0,493.0,468.0,871.0,683.0,578.0,522.0,780.0
982.0,1114.0,1052.0,961.0
