114.0,69.0,230.0,174.0,49.0,14.0,32.0,135.0,91.0,224.0,176.0,69.0,23.0,46.0,40.0,171.0,120.0,96.0,240.0,204.0
415.0,347.0,344.0,386.0,503.0,460.0,536.0,420.0,348.0,344.0,386.0,459.0,493.0,417.0,346.0,343.0,375.0,399.0,571.0,492.0,454.0,532.0,607.0
2884.0,2015.0,1171.0,1129.0,1126.0,1984.0,1251.0,1208.0,1551.0,1301.0,1446.0,1698.0,1635.0,1927.0,1810.0,1872.0,2773.0,2117.0,2062.0,2768.0,2311.0,2203.0,2159.0,2250.0,2524.0,2415.0,2641.0,2704.0,2837.0,2806.0,3000.0,2942.0,1140.0,1127.0,2008.0,1270.0,1194.0,1165.0,1222.0,1981.0,1643.0,1417.0,1335.0,1283.0,1373.0,1533.0,1475.0,1588.0,1750.0,1699.0,1810.0,1978.0,2814.0,2066.0,2036.0,2768.0,2553.0,2100.0,2408.0,2344.0,2132.0,2288.0,2490.0,2660.0,2604.0,2710.0,2999.0,2903.0,2852.0,2950.0,2058.0,1146.0,1127.0,1124.0,1990.0,1258.0,1202.0,1169.0,1226.0,1981.0,1422.0,1317.0,1287.0,1927.0,1655.0,1535.0,1481.0,1590.0,1788.0,1723.0,1865.0,2026.0,2008.0,2043.0,2780.0,2144.0,2101.0,2082.0,2768.0,2302.0,2222.0,2183.0,2262.0,2535.0,2412.0,2354.0,2474.0,2651.0,2595.0,2707.0,3002.0,2890.0,2839.0,2808.0
944.0,806.0,875.0,1034.0,929.0,775.0,708.0,850.0,1024.0,978.0,936.0,840.0,1029.0
