414.0,348.0,82.0,44.0,345.0,213.0,147.0,310.0,390.0,502.0,453.0,537.0,435.0,348.0,53.0,13.0,345.0,306.0,400.0,477.0,421.0,47.0,28.0,348.0,145.0,93.0,69.0,345.0,239.0,191.0,384.0,369.0,404.0,540.0,481.0,451.0,510.0,581.0,618.0
698.0
942.0,812.0,879.0,1034.0,915.0,789.0,849.0,1027.0,973.0,945.0,858.0,1034.0
2833.0,1994.0,1960.0,1903.0,2728.0,2100.0,2040.0,2724.0,2300.0,2191.0,2142.0,2519.0,2412.0,2622.0,2786.0,2763.0,2969.0,2894.0,1989.0,1957.0,2768.0,2043.0,2017.0,2724.0,2521.0,2076.0,2378.0,2314.0,2110.0,2264.0,2450.0,2624.0,2572.0,2673.0,2974.0,2879.0,2811.0,2847.0,2923.0,2037.0,1967.0,1958.0,1903.0,2006.0,1988.0,2021.0,2736.0,2123.0,2077.0,2056.0,2724.0,2276.0,2197.0,2160.0,2235.0,2494.0,2382.0,2329.0,2431.0,2587.0,2977.0,2859.0,2805.0,2772.0
1801.0,1820.0
1168.0,1123.0,1120.0,1245.0,1208.0,1515.0,1432.0,1301.0,1707.0,1602.0,1128.0,1121.0,1271.0,1195.0,1162.0,1225.0,1631.0,1398.0,1318.0,1284.0,1359.0,1517.0,1452.0,1570.0,1727.0,1681.0,1140.0,1122.0,1119.0,1243.0,1192.0,1164.0,1216.0,1371.0,1303.0,1274.0,1579.0,1484.0,1432.0,1725.0
