126.0,13.0,26.0,90.0,232.0,179.0,88.0,13.0,50.0,30.0,68.0,165.0,124.0,13.0,40.0,27.0,111.0,73.0,234.0,169.0
420.0,350.0,347.0,395.0,509.0,462.0,544.0,433.0,352.0,392.0,468.0,501.0,426.0,349.0,346.0,390.0,370.0,574.0,496.0,456.0,535.0,608.0
2889.0,2020.0,1986.0,1924.0,2783.0,2107.0,2062.0,2775.0,2267.0,2180.0,2507.0,2380.0,2443.0,2614.0,2682.0,2839.0,2810.0,3012.0,2955.0,2033.0,1992.0,1981.0,1935.0,1924.0,2012.0,2807.0,2077.0,2554.0,2434.0,2117.0,2338.0,2381.0,2493.0,2774.0,2660.0,2609.0,2713.0,3018.0,2919.0,2863.0,2832.0,2967.0,2062.0,1993.0,1983.0,1924.0,2026.0,2010.0,2041.0,2784.0,2158.0,2105.0,2082.0,2131.0,2775.0,2293.0,2223.0,2191.0,2480.0,2377.0,2772.0,2628.0,2552.0,2706.0,3020.0,2907.0,2842.0,2812.0,2877.0
1179.0,1136.0,1133.0,942.0,812.0,875.0,1041.0,1256.0,1216.0,1510.0,1307.0,1431.0,1722.0,1609.0,1823.0,1211.0,1145.0,1134.0,926.0,771.0,706.0,852.0,1023.0,976.0,1071.0,1178.0,1293.0,1246.0,1279.0,1553.0,1401.0,1346.0,1483.0,1719.0,1627.0,1675.0,1781.0,1836.0,1152.0,1134.0,937.0,850.0,1131.0,1037.0,1259.0,1204.0,1177.0,1232.0,1392.0,1315.0,1284.0,1574.0,1491.0,1435.0,1739.0
