exploration_times total_time success_plan
"[268.465, 160.37400000000002, 162.09199999999998, 44.97499999999991, 114.43600000000004, 123.13700000000017, 168.41700000000037, 112.63200000000006, 170.164, 124.07100000000014, 202.04999999999973]" 1650.8130000000006 [['shake-rate:20.0',['left_gripper','right_button']]]
